AccelX,GyroZ,Temp,GPS
-3.975137829201785822e-02,9.230927729165756823e-02,2.486494322054457484e+01,3.123078751471381764e+01
-4.393437756750238898e-03,8.100014955150318385e-02,2.500015838765697751e+01,3.123081200531658297e+01
7.142251430234928047e-03,8.166033673014683192e-02,2.518036202467873608e+01,3.123081140359870034e+01
2.955788089483032260e-02,8.258933257339493017e-02,2.456684355515993801e+01,3.123080032930296568e+01
-1.036540436547294872e-02,1.072123553815949037e-01,2.431114571405882785e+01,3.123081882813538357e+01
-1.616987205786375378e-02,9.088974453882828208e-02,2.483483894515252643e+01,3.123083814154247762e+01
-1.003514087169073143e-02,9.198254399522605429e-02,2.463378627222575190e+01,3.123085309998983305e+01
1.830804235404148370e-02,9.858282581278038359e-02,2.484755794070580848e+01,3.123085943411511067e+01
6.575022193193689156e-03,9.125177825550072341e-02,2.495566590435475973e+01,3.123088218970789853e+01
-1.059520407534077571e-02,8.684329985489569470e-02,2.486402547729309731e+01,3.123086048898136013e+01
1.026534866226712188e-02,8.802590656148204240e-02,2.543574026034122326e+01,3.123089143587936434e+01
1.941550986960807789e-03,8.981483736411902119e-02,2.509802342938069586e+01,3.123088182020774894e+01
1.937289981065778641e-02,9.068574799410514253e-02,2.509014230788324795e+01,3.123091759712295712e+01
-1.404106187754704770e-02,9.884697828638672190e-02,2.518666214321302022e+01,3.123091905541285840e+01
-6.553242931955364364e-03,9.258836516335929023e-02,2.465835006466576829e+01,3.123093419609972088e+01
-7.842163062643152036e-03,9.987896266432358394e-02,2.531173353622607891e+01,3.123093136117039492e+01
-2.927029896264237221e-02,9.221440728177460189e-02,2.497727071403936350e+01,3.123096279464931513e+01
5.922405541291521532e-03,9.426221756987601674e-02,2.520114418517236388e+01,3.123097041724664180e+01
5.221105443597786298e-03,7.393336091665569931e-02,2.467844283008795259e+01,3.123097583544302935e+01
1.022691328492177982e-04,1.035032865741829372e-01,2.453387237019517997e+01,3.123097870482753180e+01
-4.691742667502938821e-03,9.821460943102290619e-02,2.524536689740750717e+01,3.123099579857285590e+01
-2.830741484100828681e-02,1.051245485669141944e-01,2.511292285782925404e+01,3.123099293107432217e+01
-8.412906455307180356e-03,6.656156197789180051e-02,2.472938453369274825e+01,3.123101855555659156e+01
-6.854290330535389719e-03,1.167724165202722597e-01,2.473910107561759020e+01,3.123103649480894362e+01
-1.604554538443237963e-02,9.484215464211161184e-02,2.533763043532443149e+01,3.123104070610559901e+01
-3.225714233320182804e-03,1.076540329989106315e-01,2.464317643213979991e+01,3.123103270397530196e+01
8.081017136290767969e-03,8.649201905235964771e-02,2.549280188597678887e+01,3.123105361417317383e+01
3.772371802421060211e-02,1.033223599958490446e-01,2.472981377960563876e+01,3.123104706858456225e+01
3.491556256636779362e-03,8.694862903571684565e-02,2.519151757768251443e+01,3.123107572390311049e+01
5.151007814455287048e-03,9.151783428781057328e-02,2.490141445727530467e+01,3.123108450603412578e+01
-1.488918315323344357e-03,1.171531090108855200e-01,2.518095622932470334e+01,3.123107130183660729e+01
-3.837542430598082921e-02,9.634773468462931589e-02,2.483676579936574313e+01,3.123108838216156258e+01
-5.302775089843375384e-04,1.006551040330180280e-01,2.495116212817831070e+01,3.123110716861103242e+01
1.204604198820528795e-03,1.073920868122035521e-01,2.501227575261871650e+01,3.123111699140252995e+01
4.926484224970572451e-02,1.038432468560696181e-01,2.469934376326555991e+01,3.123111790523064712e+01
-3.847219295622450377e-03,1.005699889083789406e-01,2.522224730362603751e+01,3.123114388978729394e+01
6.030946846672249374e-03,1.028791067901436290e-01,2.484603593005852318e+01,3.123115251473608822e+01
-6.942353941048662238e-04,1.234116486529251711e-01,2.493142002539799407e+01,3.123115805730867933e+01
-2.337356075239064093e-02,9.893357657469074862e-02,2.470169518761744598e+01,3.123116244208499737e+01
2.285645629030041287e-02,1.016372815370051030e-01,2.423129990236140685e+01,3.123119048707126666e+01
1.503866065373548298e-02,1.102335978973593977e-01,2.494269167121995068e+01,3.123120655407113233e+01
1.582063894086093922e-02,1.108672965333944715e-01,2.572378462648387654e+01,3.123119516438516285e+01
-1.818774909589477781e-02,1.117515304783307240e-01,2.523538128636940669e+01,3.123120387833083100e+01
2.805588621872198360e-02,1.063219158664899522e-01,2.499422188607968209e+01,3.123122491207665519e+01
-2.803702125584561777e-02,8.854213829973404948e-02,2.492113275123751848e+01,3.123122641970620350e+01
1.173714187600540665e-02,1.163282581430403473e-01,2.500673976784361230e+01,3.123123860602799340e+01
4.380911251619957342e-02,8.853642245267286104e-02,2.516413573455256270e+01,3.123125739653151811e+01
-1.981072650261376730e-02,1.030163418290652305e-01,2.464575615540734788e+01,3.123124090643912254e+01
-1.132595459205543859e-02,9.242151826602941489e-02,2.533429650840066216e+01,3.123128318302324757e+01
1.993027301752824630e-03,9.928136575367801919e-02,2.521461439463237397e+01,3.123128072680524525e+01
-1.006951308232398486e-02,1.031530352106804632e-01,2.521545571771238059e+01,3.123128588506855507e+01
-3.101326862132265313e-02,1.030058436573270536e-01,2.513154272164291925e+01,3.123129910765845807e+01
1.371259496120546661e-03,1.039225495202218685e-01,2.500588499730819692e+01,3.123130962429355151e+01
-2.124607427452209971e-02,1.157357492944969118e-01,2.520185837079004543e+01,3.123130268798696463e+01
9.471848612703632347e-03,1.040135149633983347e-01,2.517754424012241188e+01,3.123134494938227590e+01
-1.838848468467606245e-02,9.690040071887458251e-02,2.489378778671769155e+01,3.123134041325632282e+01
3.099868810035079011e-02,1.088309152087712783e-01,2.482791946813092920e+01,3.123135443002130529e+01
-1.566506584672474126e-02,1.109171302383662738e-01,2.503055688857859451e+01,3.123136951549770401e+01
-6.441230324113512117e-03,8.656306091197736585e-02,2.546470604544855476e+01,3.123135978837542481e+01
1.627034434739339439e-02,1.046142143680700576e-01,2.462826787730383060e+01,3.123138473471899346e+01
-2.461728632867910341e-02,1.054374080664458591e-01,2.455974242027426868e+01,3.123138732358909309e+01
4.549198692082588244e-03,9.521993889615075479e-02,2.504942825237095505e+01,3.123140846770775170e+01
2.614285508564856420e-02,1.117069980712278449e-01,2.501526631055680383e+01,3.123138872772579688e+01
-3.214966469122455123e-02,9.618823166582399220e-02,2.505200249931112211e+01,3.123141900905699586e+01
3.692677170646084181e-03,9.866795257858905488e-02,2.507318595937255168e+01,3.123142397179344343e+01
5.197655884968470710e-03,9.538945698419894204e-02,2.493303932360955955e+01,3.123144432262950687e+01
1.563645743554620618e-02,9.696858576602657154e-02,2.544695903158062578e+01,3.123145470044187277e+01
-2.473901421756163899e-02,8.552734600052189218e-02,2.451972880645704578e+01,3.123145292374104898e+01
-2.640913226168552577e-02,8.175162219876960790e-02,2.475145089256592712e+01,3.123146287826136103e+01
1.043883131233795322e-02,1.117440018637986254e-01,2.496902357195528666e+01,3.123147889334631699e+01
5.939693464663720925e-03,8.696099988969160921e-02,2.450704335665374956e+01,3.123148103357772598e+01
5.009857006917531157e-03,8.513325223544808418e-02,2.494724367867037884e+01,3.123150841983695614e+01
6.928964189939513900e-03,7.311479783744812000e-02,2.549844104971840508e+01,3.123150630792799731e+01
-1.360049443156981577e-02,8.784562867653684937e-02,2.500626594648878864e+01,3.123149093011780764e+01
4.645073943220071055e-03,8.057598475554160478e-02,2.506921027171560468e+01,3.123152625177943165e+01
5.861449465973625483e-03,1.097838279624483160e-01,2.462195057044822732e+01,3.123152961456179000e+01
-1.428702836052735646e-02,1.030038681888626323e-01,2.481509157758815576e+01,3.123153368724184276e+01
3.731549022289513268e-02,8.555151450595360751e-02,2.488744108590281812e+01,3.123154762573361864e+01
9.476658418235750503e-03,1.144700711924636488e-01,2.490468547097313134e+01,3.123157109408472110e+01
-2.382606994405297302e-02,1.012615148144325322e-01,2.538449313850113143e+01,3.123159328640828392e+01
1.313107217267659409e-02,8.767922394630263405e-02,2.516730731821753864e+01,3.123159313184473973e+01
-1.949363340454643087e-02,6.540277119746588930e-02,2.466656261291889152e+01,3.123159393496611713e+01
1.574169207484904173e-02,1.127612413378941553e-01,2.507395143352960076e+01,3.123161455904195094e+01
2.317191158014808225e-02,7.539686114732090105e-02,2.514946652454903386e+01,3.123161540909689649e+01
-1.641364636703420907e-02,7.226523997129151444e-02,2.534204471155637961e+01,3.123162305399630867e+01
1.926752258488643663e-02,9.835753553107712266e-02,2.547416220597051151e+01,3.123162845637331486e+01
8.255618538729966177e-03,1.119280141311740362e-01,2.469547174245164101e+01,3.123163248171193374e+01
1.644120319988980061e-02,1.007580273453050901e-01,2.475674274663689900e+01,3.123165610076293675e+01
3.793585965307894742e-02,9.192544702911671639e-02,2.462272664232561681e+01,3.123167158053490056e+01
-4.907762320057409804e-03,9.159130300598747332e-02,2.492979404226790408e+01,3.123167903376329946e+01
-1.507472328714979173e-02,9.352176770687174734e-02,2.513990751233389886e+01,3.123168584033071937e+01
-1.779028859251046563e-02,9.190730313648991234e-02,2.529620035497672959e+01,3.123169054253939336e+01
-1.631620569930876744e-02,8.644699513627138177e-02,2.497721469290724272e+01,3.123171608246191511e+01
-1.542034188282084004e-03,8.398092219202704656e-02,2.490404574302354845e+01,3.123170682868079950e+01
6.823039496332877936e-03,8.160368688088573408e-02,2.504552739767462199e+01,3.123173776027913817e+01
5.533815986600381341e-03,7.396766825995948480e-02,2.474945712951099352e+01,3.123172997782980786e+01
1.654366498072047664e-02,7.796536263871298167e-02,2.562686161650843175e+01,3.123174247564762851e+01
2.600378375581403737e-04,6.309456412344935372e-02,2.451770169186458403e+01,3.123174533214809401e+01
2.907068154314633793e-02,7.828009280622098831e-02,2.505542217366871682e+01,3.123176498597853268e+01
-5.293136664759121382e-03,6.860439311713129040e-02,2.560708186576889034e+01,3.123178975312458405e+01
5.440338333179237790e-02,6.666880677607116279e-02,2.500203995336799778e+01,3.123179515628088510e+01
1.251334695530012531e-02,7.870574216896648878e-02,2.494298828949955293e+01,3.123180978422112020e+01
-1.714315112832565102e-02,9.001675542961277976e-02,2.489276637315687069e+01,3.123181522142546029e+01
-2.141784996122224685e-02,8.445778990981864243e-02,2.494588249547127745e+01,3.123180896330171308e+01
9.649448304863706902e-03,5.873559855261012430e-02,2.541185454240295982e+01,3.123182669210775586e+01
-4.469255706517017736e-03,6.369852538270696918e-02,2.433644142660114795e+01,3.123183219800871058e+01
1.428000988184184063e-02,8.214507603718704254e-02,2.546003011038889596e+01,3.123186330574904090e+01
9.464752491470896853e-03,6.204353855147076019e-02,2.457281285426495643e+01,3.123184803211353611e+01
-1.456578253137455481e-03,6.874175772947263563e-02,2.492000430122967458e+01,3.123187893697689432e+01
-1.693587436136809871e-02,7.559705466700529508e-02,2.487122667391040309e+01,3.123188892953870166e+01
-3.029694449371729201e-02,5.951044234911826575e-02,2.517656598093121545e+01,3.123190829620201825e+01
-8.930299041340421587e-03,6.933404677777851854e-02,2.452056269443487579e+01,3.123189590313407393e+01
1.712797588646944660e-02,5.401563773950456004e-02,2.513865179982458287e+01,3.123191712322159574e+01
4.281874882604078981e-03,6.040715964104927810e-02,2.560729288698605544e+01,3.123194281651836590e+01
-2.491477557423976003e-02,6.867308918539889728e-02,2.459104779862215651e+01,3.123192382358323016e+01
3.463618517023639952e-03,4.858940625855268092e-02,2.505691185028311807e+01,3.123192464959752712e+01
7.706347594576735613e-03,6.795795596404244354e-02,2.480140534666101715e+01,3.123193119989966249e+01
-1.767714872402266144e-02,6.238063969591377961e-02,2.512776616185790957e+01,3.123196712712028855e+01
3.074502118910558274e-03,6.711582490088945085e-02,2.500574433322472601e+01,3.123195116849791830e+01
1.164174368919997874e-03,6.283422896700145699e-02,2.480755392728670827e+01,3.123197627680946908e+01
-2.285940595661246216e-02,7.323106636312823325e-02,2.514636168546132211e+01,3.123199437313186877e+01
7.155747206965665588e-03,5.982705278066304672e-02,2.554130443293602326e+01,3.123200185175536703e+01
1.121569052736468876e-02,5.325662986573650309e-02,2.494272886248181109e+01,3.123201425444863943e+01
2.166102486350554232e-02,5.774043170686211923e-02,2.521592738264445543e+01,3.123202222289855712e+01
2.107604104069805973e-02,6.090826572877561240e-02,2.461201811263865125e+01,3.123204278865813421e+01
-2.755338735914182255e-02,5.491293716641496014e-02,2.471306908695459725e+01,3.123203047683619360e+01
-1.875650079830245773e-02,5.377069295225108542e-02,2.514172188336411295e+01,3.123204323004861749e+01
1.030070534417319543e-02,4.527685494351273154e-02,2.544523480856079090e+01,3.123205227340554657e+01
1.027571901824417613e-02,4.459148361980198871e-02,2.510668400463569938e+01,3.123207830191811851e+01
1.030095372612095835e-02,3.611005654076369920e-02,2.490608259084305232e+01,3.123208900398588383e+01
7.705462981309442461e-02,6.653956022351145694e-02,2.499978742162700485e+01,3.123209451225319100e+01
1.141781021386334069e-02,3.550508387496814633e-02,2.462487767980908515e+01,3.123211183493666709e+01
2.271131280361197990e-02,3.990700165530700755e-02,2.518135459790660846e+01,3.123209821959132526e+01
1.908003526986404644e-02,3.853690761221596761e-02,2.526469991869702270e+01,3.123213667224111489e+01
1.302782502611595991e-02,5.354791633795204925e-02,2.486437290015007662e+01,3.123214523238621965e+01
-6.305384892806912417e-03,4.051981133251933431e-02,2.485898735567214857e+01,3.123214735621997207e+01
1.517938440986534888e-02,5.481048633239079398e-02,2.507976346889561370e+01,3.123216781798908670e+01
-1.545650429075143620e-02,3.445521858196060050e-02,2.486898407918782183e+01,3.123214343376792357e+01
-4.736372134800177942e-03,4.283060823901842923e-02,2.498016021561225486e+01,3.123216475551863880e+01
-9.707270956582069246e-03,3.053140232654120989e-02,2.562991653674995618e+01,3.123217264696539175e+01
1.637482787726451125e-03,5.917441770801090684e-02,2.492589228977620053e+01,3.123219721479323852e+01
4.629317133347017610e-02,2.467902699222682128e-02,2.489249795439363311e+01,3.123218949859260363e+01
-3.734530385183496004e-02,3.847951901490415105e-02,2.480573745830945143e+01,3.123221757495149120e+01
1.372520380749026915e-02,4.053978314188787235e-02,2.522325759144998258e+01,3.123223370536144117e+01
-3.225431742379303302e-02,3.715529601459868769e-02,2.494563274803456920e+01,3.123223695202900174e+01
-9.438637315788669241e-03,2.997449490045380263e-02,2.480518808850357360e+01,3.123224283751023833e+01
2.177901193934732305e-02,2.933419496334412069e-02,2.539639120968190511e+01,3.123224012126659233e+01
1.285600381909255329e-03,2.987070025171931903e-02,2.542588090135409118e+01,3.123225153149033773e+01
-2.155489555858612280e-02,2.675809203111233561e-02,2.481987293027838959e+01,3.123228249618905394e+01
-1.430607418519936475e-02,3.665796325632732222e-02,2.444003801459181346e+01,3.123228779349003759e+01
1.359195497869351670e-02,4.791118695879856282e-02,2.530225410695107513e+01,3.123228960980480551e+01
-1.460733263434273350e-02,1.901374072530672213e-02,2.479461105227199980e+01,3.123229582090453960e+01
4.329171791639497592e-03,9.669439800634499829e-03,2.523718767974883193e+01,3.123228974192127083e+01
9.114367980762756987e-04,2.125976274864340571e-02,2.440896885468644939e+01,3.123230929147581492e+01
-1.303200695211634286e-02,4.671128667029997295e-02,2.526777920148979106e+01,3.123234911419087112e+01
4.287888178650651333e-02,1.164574846707324730e-02,2.463664842121576726e+01,3.123232719544429159e+01
1.267838044636022433e-02,3.483884873478992894e-02,2.521922923571995767e+01,3.123235189479821372e+01
-4.050285173315214260e-02,3.398695641718133681e-02,2.500428192035093033e+01,3.123237007443973212e+01
3.729086295388552973e-03,1.043361036167502962e-02,2.471381817418100724e+01,3.123235745077332126e+01
-1.323572929536775966e-02,2.041634125386691118e-02,2.487788910612196602e+01,3.123238184710474741e+01
1.704866669592447828e-02,2.976516423194384975e-02,2.520589553708700947e+01,3.123239937915537467e+01
-1.585041476865401214e-02,8.442475027970861370e-03,2.503176833593456863e+01,3.123240012499321594e+01
-2.294728829337980454e-03,8.948567553226401475e-03,2.517532389414174432e+01,3.123243868403055856e+01
1.009974557960914392e-02,3.916442697343850213e-03,2.559293217535464393e+01,3.123240331400741354e+01
1.731510388340242942e-02,-1.666974859377719914e-03,2.453072751648668515e+01,3.123244058728529993e+01
-2.400592814111552481e-02,7.338157413986677938e-04,2.548516377249058706e+01,3.123243827198262679e+01
-6.690024716818968042e-03,-6.267956179301530095e-03,2.503130678125696562e+01,3.123245771920154823e+01
-9.498906223219123410e-03,5.056191617822879472e-03,2.473036478550306327e+01,3.123246441307151500e+01
-1.306658465147423828e-02,-4.241211029404671345e-03,2.460090591227830359e+01,3.123246266843802843e+01
3.530908480562194168e-02,4.538997510530255568e-03,2.494326388276688888e+01,3.123248228996392228e+01
8.099634219219111267e-03,-1.461554923944656872e-02,2.527649503357733707e+01,3.123247142098548323e+01
-2.521767908670090319e-02,2.994329101370970646e-03,2.496173526388674091e+01,3.123250603247500834e+01
1.835723894109552237e-02,6.762985710385189912e-03,2.545334647907420589e+01,3.123251298158466227e+01
4.244312394025266666e-02,-2.276724223402631225e-02,2.456464729298453165e+01,3.123252638660168756e+01
2.064930521102293845e-02,-3.464542455954237182e-04,2.499637331564618492e+01,3.123254058118325105e+01
-3.038739931908026812e-02,6.933182525427199552e-03,2.462428196667606528e+01,3.123254367619840366e+01
-9.684681457325027346e-03,-1.869555954957407770e-02,2.510908956478748877e+01,3.123255148089419819e+01
2.533822298373245366e-02,8.871976711810107552e-03,2.526606621702919142e+01,3.123255118931663432e+01
-1.415338931237561555e-02,-4.916912175003589590e-03,2.487377146189568577e+01,3.123256287779236118e+01
8.876388562924568751e-03,-1.740913494080797291e-02,2.421873584301186000e+01,3.123259186734620130e+01
1.549268106858673645e-02,-1.216698218910002710e-02,2.505968444403894679e+01,3.123260436335405643e+01
-1.853860943156165897e-02,-7.274460402969624637e-03,2.513102156552005439e+01,3.123259761889563890e+01
-1.190507121236001643e-03,-1.334407927836779410e-02,2.512128842648850835e+01,3.123261046002747321e+01
-6.482534680138145322e-02,-9.960745265157902595e-03,2.537073465754664525e+01,3.123261095385625197e+01
-2.048775282668579764e-02,-2.579678458766496152e-02,2.467868389610528368e+01,3.123264172756845269e+01
-5.051363027863206220e-03,-1.613555887543677292e-02,2.520406483163513656e+01,3.123264665416823860e+01
-2.495566363929698980e-02,-3.320260947235620375e-02,2.535775225374339215e+01,3.123266941217436354e+01
3.264822607863270693e-02,-2.141100581616312351e-02,2.446642372479804450e+01,3.123265121676922718e+01
-2.860282755921265269e-02,-3.056789048915690976e-02,2.509589554777569376e+01,3.123266621992100767e+01
-8.800889733939675635e-03,-3.011077591350587793e-02,2.484874605069769871e+01,3.123268231445922538e+01
2.614811545721826974e-03,-1.161760659766919099e-02,2.497554319806950573e+01,3.123269646489537976e+01
2.882546578132231044e-02,-1.428470493256978578e-02,2.510430294506150162e+01,3.123269784332362420e+01
-2.871724302358878711e-02,-2.032170572258881064e-02,2.485383143076593271e+01,3.123270127038909649e+01
2.326327504309919081e-02,-3.854731608463317361e-02,2.479728757625151658e+01,3.123272881407529056e+01
2.046612203917409876e-04,-3.199500352417018745e-02,2.501024572524640632e+01,3.123273721135362635e+01
-1.963017302095902000e-02,-1.790211076138318799e-02,2.467382621834115852e+01,3.123273083725899468e+01
9.242069485265414983e-03,-2.981333528674986674e-02,2.467425246133444361e+01,3.123276355442801133e+01
3.981193911469400881e-03,-9.229684148620114631e-03,2.520381198488695063e+01,3.123277170198709030e+01
-1.200433754317589349e-02,-2.967714606027784668e-02,2.465536178945240309e+01,3.123277134296496982e+01
1.396041699800378228e-03,-3.287186010452801399e-02,2.519989375027276424e+01,3.123278079597862344e+01
-7.706271937235204157e-03,-3.906003760647856760e-02,2.513877738785618376e+01,3.123279554057771179e+01
2.270346905024960699e-03,-3.580429433293396552e-02,2.448225798136282094e+01,3.123279138296929958e+01
1.324261349042093333e-02,-3.982935562412218133e-02,2.479673060429930231e+01,3.123281030031479233e+01
3.172033632290704314e-02,-3.238246350805815132e-02,2.535823282091421049e+01,3.123279847616455385e+01
-2.475630997653698040e-02,-3.104917588750136237e-02,2.470565034065809584e+01,3.123283876455645469e+01
4.266066749312533157e-02,-4.962231582572614041e-02,2.486067872130718470e+01,3.123282438506777581e+01
-3.904175599045003886e-02,-5.621436494181041715e-02,2.513861826797556986e+01,3.123286503419828364e+01
-3.035701900711666734e-03,-6.239691502449488253e-02,2.523501715278477775e+01,3.123285669879905768e+01
